Stock;Price;Change;Percent Change;Closing Price;Sector;Industry;Employees;Founded;Website;1-day range;52-week range;Market cap;Market cap clear;P/E ratio;Next earnings date;Dividend yield;Ex-dividend date;Dividend pay date;Number of analysts;Buy Recommendation;Hold Recommendation;Sell Recommendation;Smart Score;Score;High Forecast;High Forecast Percent;Median Forecast;Median Forecast Percent;Low Forecast;Low Forecast Percent;Total revenue Value;Total revenue Change;Net income Value;Net income Change;Earnings per share Value;Earnings per share Change;Net profit margin Value;Net profit margin Change;Free cash flow Value;Free cash flow Change;Debt-to-equity ratio Value;Debt-to-equity ratio Change;Date of record;Time of record;Page Load Time (s);Dynamic Element Load Time (s);Fear & Greed Index;;;;;;;;;;;;;;
AVY;189.31;+ 1.35;0.72;187.01;Process Industries;Containers/Packaging;35000;1935;www.averydennison.com;"187.75
189.99";"181.99
233.47";15.21B;15210000000.0;22.74;Jan 29, 2025;1.57;2024-12-03;2024-12-17;15;0.53;0.4;0.07;7.0;2.054913105488352;275.0;45.2643811737362;238.0;25.719718979451688;210.0;10.92916380539855;2.18B;4.06%;181.70M;31.38%;2.25;31.71%;8.32%;26.26%;227.10M;14.46%;1.32;17.82%;2025-01-15;08:01:56 UTC;2.16;0.02;27;1.35;0.72;4.45;2.41;-3.75;-1.94;-29.54;-13.5;6.0;3.27;-6.87;-3.5;54.59;40.52
BAX;30.62;+ 0.12;0.39;30.33;Health Technology;Medical Specialties;60000;1931;www.baxter.com;"30.28
30.82";"28.34
44.01";15.63B;15630000000.0;133.54;Jan 29, 2025;3.0;2024-11-28;2025-01-01;17;0.18;0.71;0.12;6.0;1.2909209666884385;45.0;46.96276943174396;38.0;24.101894186806007;30.0;-2.024820378837364;2.70B;27.21%;57.00M;18.75%;0.27;136.29%;2.11%;63.14%;231.00M;20.94%;1.68;19.80%;2025-01-15;08:01:56 UTC;2.14;0.01;27;0.12;0.39;1.2;4.08;1.2;4.08;-3.35;-9.86;1.36;4.65;-8.43;-21.59;-59.11;-65.88
TPR;67.66;+ 0.91;1.36;68.48;Retail Trade;Apparel/Footwear Retail;18600;1941;www.tapestry.com;"67.38
69.08";"35.23
69.09";15.77B;15770000000.0;19.58;Feb 5, 2025;3.27;2024-12-05;2024-12-22;21;0.67;0.29;0.05;8.0;0.2572627845107894;75.0;10.848359444280229;64.0;-5.40939994088087;50.0;-26.101093703813177;1.51B;1.69%;186.60M;33.86%;0.79;5.69%;12.38%;3.95%;93.90M;19.16%;2.95;119.68%;2025-01-15;08:01:56 UTC;2.05;0.03;27;0.91;1.36;0.51;0.76;3.46;5.39;25.18;59.27;2.03;3.09;31.19;85.52;38.77;134.2
VTRS;11.72;- 0.08;-0.68;11.65;Health Technology;Pharmaceuticals: Major;38000;2019;www.viatris.com;"11.65
12.02";"9.93
13.62";13.99B;13990000000.0;;Mar 2, 2025;4.43;2024-11-21;2024-12-12;11;0.09;0.73;0.18;7.0;0.6999658703071666;15.0;27.98634812286689;13.0;10.921501706484635;12.0;2.3890784982935096;3.76B;4.30%;94.80M;71.41%;0.08;71.23%;2.52%;70.13%;749.50M;1.53%;0.81;9.35%;2025-01-15;08:01:56 UTC;2.24;0.01;27;-0.08;-0.68;0.05;0.43;-0.81;-6.46;0.72;6.55;-0.7;-5.64;-0.03;-0.26;-3.82;-24.58
CF;94.99;- 0.51;-0.53;94.51;Process Industries;Chemicals: Agricultural;2700;1946;www.cfindustries.com;"93.96
95.51";"69.13
95.72";16.53B;16530000000.000002;15.05;Feb 11, 2025;2.01;2024-11-14;2024-11-28;21;0.29;0.62;0.1;5.0;-0.031541214864722555;114.0;20.01263290872724;86.5;-8.937782924518366;74.0;-22.097062848720913;1.37B;7.62%;276.00M;68.29%;1.55;81.77%;20.15%;56.38%;792.00M;68.15%;0.63;10.29%;2025-01-15;08:01:56 UTC;2.36;0.02;27;-0.51;-0.53;6.23;7.02;8.31;9.59;24.24;34.26;9.16;10.67;18.82;24.71;48.85;105.87
FFIV;258.11;+ 2.95;1.16;261.00;Technology Services;Packaged Software;6557;1996;www.f5.com;"255.16
260.24";"159.00
264.50";15.13B;15130000000.0;27.03;Jan 27, 2025;;;;16;0.06;0.88;0.06;6.0;-0.620141800007749;285.0;10.418038820657854;240.5;-6.82267250397118;180.0;-30.26229127116346;746.67M;9.59%;165.30M;38.88%;2.80;n/a;22.14%;2.87%;240.44M;13.32%;0.08;20.52%;2025-01-15;08:01:56 UTC;2.47;0.01;27;2.95;1.16;3.79;1.49;-5.25;-1.99;79.32;44.36;6.36;2.53;81.95;46.52;121.11;88.4
DPZ;416.08;+ 5.94;1.45;414.79;Consumer Services;Restaurants;11200;1960;www.dominos.com;"412.08
419.13";"396.06
542.75";14.37B;14370000000.0;25.56;Feb 19, 2025;1.17;2024-12-12;2024-12-26;35;0.63;0.34;0.03;6.0;1.6425302826379546;559.0;34.34916362238032;485.0;16.564122284176126;370.0;-11.07479330897904;1.08B;5.14%;146.92M;0.51%;4.19;0.39%;13.60%;5.37%;145.61M;8.16%;n/a;n/a;2025-01-15;08:01:56 UTC;2.48;0.01;27;5.94;1.45;13.75;3.42;-31.64;-7.07;-66.95;-13.86;-18.85;-4.33;-9.86;-2.31;129.65;45.26
AKAM;90.58;+ 0.97;1.08;91.40;Technology Services;Data Processing Services;10250;1998;www.akamai.com;"89.66
91.41";"84.70
129.17";13.61B;13610000000.0;26.83;Feb 19, 2025;;;;26;0.73;0.23;0.04;8.0;1.701499227202473;133.0;46.831530139103556;113.5;25.30359902848311;76.0;-16.096268491940823;1.00B;4.06%;57.91M;63.93%;0.38;63.52%;5.76%;65.34%;207.43M;28.18%;0.97;6.83%;2025-01-15;08:01:56 UTC;2.35;0.01;27;0.97;1.08;1.65;1.86;-6.72;-6.91;-5.68;-5.9;-4.84;-5.07;-27.89;-23.54;-4.73;-4.96
RL;237.53;+ 1.03;0.44;239.50;Consumer Non-Durables;Apparel/Footwear;23400;1967;corporate.ralphlauren.com;"235.44
241.17";"134.90
245.92";14.75B;14750000000.0;22.62;Feb 5, 2025;1.6;2024-12-26;2025-01-09;21;0.67;0.19;0.14;10.0;0.1998631751778724;300.0;26.299835810213445;248.5;4.618363996126805;150.0;-36.850082094893274;1.73B;5.70%;147.90M;0.68%;2.31;5.88%;8.57%;4.74%;55.50M;84.39%;1.09;6.73%;2025-01-15;08:01:56 UTC;2.57;0.08;27;1.03;0.44;0.19;0.08;5.87;2.53;66.47;38.86;5.97;2.58;99.91;72.6;115.43;94.54
TXT;78.04;+ 1.07;1.39;78.83;Electronic Technology;Aerospace & Defense;35000;1923;www.textron.com;"76.98
78.18";"74.89
97.33";14.48B;14480000000.0;17.1;Jan 21, 2025;0.1;2024-12-12;2024-12-31;19;0.53;0.42;0.05;5.0;1.9204818042029723;118.0;51.204510507432076;98.0;25.576627370579182;79.0;1.230138390568931;3.43B;2.51%;223.00M;17.10%;1.18;12.25%;6.51%;19.13%;136.00M;24.02%;0.57;3.10%;2025-01-15;08:01:56 UTC;2.49;0.02;27;1.07;1.39;2.39;3.16;-3.3;-4.06;-13.05;-14.33;2.25;2.97;0.49;0.63;31.92;69.21
SWKS;91.57;+ 1.23;1.36;91.59;Electronic Technology;Semiconductors;10100;1962;www.skyworksinc.com;"90.71
91.84";"82.13
120.86";14.64B;14640000000.0;24.81;Jan 28, 2025;2.77;2024-12-02;2024-12-23;30;0.27;0.63;0.1;3.0;0.48147755815223336;120.0;31.047286229114345;93.5;2.1076771868515967;72.0;-21.37162826253139;1.02B;2.02%;60.50M;66.99%;0.37;n/a;5.90%;70.61%;393.30M;44.22%;0.19;23.65%;2025-01-15;08:01:56 UTC;2.19;0.01;27;1.23;1.36;1.37;1.52;0.81;0.89;-24.31;-20.98;3.12;3.53;-10.73;-10.49;-32.6;-26.25
EVRG;61.21;+ 0.54;0.89;61.88;Utilities;Electric Utilities;4658;1881;www.evergy.com;"60.53
61.43";"48.04
65.47";14.08B;14080000000.0;16.53;Feb 20, 2025;4.75;2024-11-20;2024-12-19;15;0.53;0.4;0.07;9.0;0.9027871262865543;74.0;20.895278549256656;67.0;9.459238686489133;56.0;-8.511681097859828;1.82B;9.16%;465.60M;32.42%;2.02;32.14%;25.55%;21.31%;427.00M;50.99%;1.38;5.35%;2025-01-15;08:01:56 UTC;2.03;0.01;27;0.54;0.89;1.31;2.19;-0.21;-0.34;7.09;13.1;-0.43;-0.7;8.35;15.8;-6.11;-9.08
EPAM;226.8;+ 0.98;0.43;228.79;Technology Services;Information Technology Services;53150;1993;www.epam.com;"224.65
228.04";"169.43
317.50";12.86B;12860000000.0;29.46;Feb 12, 2025;;;;24;0.63;0.33;0.04;3.0;1.5117989417989417;305.0;34.47971781305114;269.0;18.60670194003527;206.0;-9.17107583774251;1.17B;1.34%;136.35M;40.27%;2.37;43.98%;11.68%;38.42%;237.00M;12.18%;0.05;11.79%;2025-01-15;08:01:56 UTC;3.07;0.01;27;0.98;0.43;1.18;0.52;-16.57;-6.81;27.08;13.56;-2.36;-1.03;-73.37;-24.44;-5.63;-2.42
APTV;61.47;+ 0.86;1.42;62.99;Producer Manufacturing;Electrical Products;154000;n/a;www.aptiv.com;"60.66
61.51";"51.47
88.89";14.45B;14450000000.0;6.86;Feb 5, 2025;;2020-02-03;2020-02-18;23;0.7;0.22;0.09;4.0;1.7399202863185295;105.0;70.81503172279162;73.0;18.75711729298845;53.0;-13.77907922563852;4.85B;5.08%;363.00M;77.72%;1.48;74.34%;7.48%;76.52%;326.00M;38.95%;1.14;75.01%;2025-01-15;08:01:56 UTC;2.33;0.01;27;0.86;1.42;2.12;3.57;3.47;5.98;-10.79;-14.93;1.17;1.94;-19.32;-23.91;-30.06;-32.84
RVTY;120.73;- 1.97;-1.61;121.69;Health Technology;Medical Specialties;11500;1937;www.revvity.com;"119.25
122.97";"97.31
129.50";14.69B;14690000000.0;49.06;Jan 28, 2025;0.26;2025-01-16;2025-02-06;21;0.57;0.38;0.05;4.0;0.9202865899113721;146.0;20.931003064689797;135.0;11.819763107761116;102.0;-15.513956763024932;684.05M;1.98%;93.39M;187.62%;0.76;893.24%;13.65%;182.02%;125.57M;324.86%;0.42;19.78%;2025-01-15;08:01:56 UTC;2.22;0.01;27;-1.97;-1.61;6.85;6.02;5.56;4.83;12.62;11.67;8.73;7.79;12.54;11.59;19.41;19.16
AMCR;9.52;+ 0.00;0.0;9.57;Process Industries;Containers/Packaging;41000;2018;www.amcor.com;"9.50
9.63";"8.78
11.48";13.76B;13760000000.0;17.94;Feb 3, 2025;5.09;2024-11-20;2024-12-10;19;0.42;0.53;0.05;6.0;1.4726890756302526;12.5;31.302521008403367;10.81;13.550420168067237;9.96;4.621848739495812;3.35B;1.67%;191.00M;2.14%;0.13;25.45%;5.70%;29.03%;- 413.00M;1,216.41%;1.99;2.43%;2025-01-15;08:01:56 UTC;2.17;0.01;27;0.0;0.0;0.11;1.17;-0.32;-3.25;-0.32;-3.25;0.17;1.82;-0.06;-0.63;-1.38;-12.66
REG;70.66;- 0.10;-0.14;70.31;Finance;Real Estate Investment Trusts;497;1963;www.regencycenters.com;"70.17
71.03";"56.51
76.53";12.90B;12900000000.0;33.3;Feb 5, 2025;3.91;2024-12-15;2025-01-02;21;0.67;0.33;0.0;6.0;1.6849617888480046;84.0;18.87913954146618;78.5;11.095386357203516;75.0;6.142088876309091;360.61M;8.85%;101.47M;11.85%;0.54;7.92%;28.14%;2.75%;154.14M;7.81%;0.77;11.25%;2025-01-15;08:01:56 UTC;2.37;0.01;27;-0.1;-0.14;1.83;2.66;-4.74;-6.29;6.47;10.08;-1.55;-2.15;7.33;11.57;7.46;11.8
POOL;339.68;+ 5.25;1.57;342.90;Distribution Services;Wholesale Distributors;6000;1980;www.poolcorp.com;"334.89
341.32";"293.51
422.73";12.93B;12930000000.0;29.2;Feb 12, 2025;1.08;2024-11-12;2024-11-26;13;0.31;0.54;0.15;7.0;0.9437870937352805;450.0;32.47762600094206;380.5;12.017192651907676;335.0;-1.3777673104097994;1.43B;2.82%;125.05M;8.80%;3.27;6.81%;8.73%;6.16%;305.49M;15.25%;0.87;7.94%;2025-01-15;08:01:56 UTC;2.08;0.01;27;5.25;1.57;13.28;4.07;-22.67;-6.26;12.64;3.86;6.81;2.05;-41.93;-10.99;119.86;54.53
INCY;71.93;- 0.44;-0.61;71.81;Health Technology;Pharmaceuticals: Major;2524;1991;www.incyte.com;"71.22
72.93";"50.35
83.95";13.86B;13860000000.0;509.42;Feb 12, 2025;;;;29;0.45;0.52;0.03;7.0;0.630474072014458;97.0;34.85332962602529;76.0;5.658278882246619;52.0;-27.707493396357574;1.14B;23.81%;106.46M;37.84%;0.54;28.22%;9.36%;49.80%;305.68M;123.36%;0.01;48.99%;2025-01-15;08:01:56 UTC;2.54;0.02;27;-0.44;-0.61;1.39;1.97;2.13;3.05;7.68;11.95;2.4;3.45;10.59;17.26;-8.57;-10.65
BXP;70.29;+ 0.97;1.4;70.91;Finance;Real Estate Investment Trusts;836;1970;www.bxp.com;"69.54
70.77";"56.46
90.11";12.23B;12230000000.0;30.49;Jan 27, 2025;5.59;2024-12-30;2025-01-29;23;0.35;0.57;0.09;8.0;1.3639038270024177;105.0;49.381135296628244;88.0;25.19561815336462;62.0;-11.793996301038561;859.23M;4.24%;83.63M;174.78%;0.53;174.16%;9.73%;171.74%;173.50M;13.37%;2.94;9.61%;2025-01-15;08:01:56 UTC;2.34;0.01;27;0.97;1.4;2.14;3.14;-10.28;-12.76;1.9;2.78;-3.41;-4.63;0.81;1.17;-69.27;-49.63
KMX;79.57;+ 1.07;1.36;80.50;Retail Trade;Specialty Stores;29836;1993;www.carmax.com;"78.61
79.78";"65.83
91.25";12.24B;12240000000.0;27.06;Apr 9, 2025;;;;21;0.52;0.33;0.14;4.0;0.4553977629759965;105.0;31.959281136106583;85.5;7.452557496543932;58.0;-27.1082066105316;6.22B;1.22%;125.44M;52.97%;0.81;56.45%;2.02%;51.13%;- 150.55M;332.25%;3.13;4.12%;2025-01-15;08:01:56 UTC;2.12;0.01;27;1.07;1.36;1.23;1.57;-6.41;-7.46;-2.43;-2.96;-1.65;-2.03;9.95;14.29;-16.11;-16.84
CAG;26.05;- 0.22;-0.84;26.16;Consumer Non-Durables;Food: Major Diversified;18500;1919;www.conagrabrands.com;"26.00
26.35";"25.85
33.24";12.43B;12430000000.0;25.45;Apr 2, 2025;4.62;2025-01-26;2025-02-26;20;0.2;0.8;0.0;4.0;1.50978886756238;36.0;38.19577735124759;30.0;15.16314779270633;28.0;7.485604606525909;3.19B;0.41%;284.50M;0.59%;0.59;0.49%;8.90%;0.19%;403.20M;18.34%;0.96;4.53%;2025-01-15;08:01:56 UTC;2.09;0.01;27;-0.22;-0.84;0.11;0.42;-1.85;-6.63;-2.55;-8.92;-1.62;-5.85;-2.53;-8.85;-7.28;-21.84
HST;17.28;+ 0.12;0.7;17.63;Finance;Real Estate Investment Trusts;163;1927;www.hosthotels.com;"17.19
17.38";"15.71
21.31";12.08B;12080000000.0;16.91;Feb 18, 2025;3.34;2024-12-30;2025-01-14;22;0.77;0.14;0.09;10.0;1.601481481481481;22.0;27.31481481481481;21.0;21.52777777777777;16.0;-7.407407407407414;1.32B;8.65%;82.00M;26.13%;0.12;25.14%;6.22%;32.01%;192.00M;16.36%;0.84;20.84%;2025-01-15;08:01:56 UTC;2.64;0.01;27;0.12;0.7;0.2;1.17;-1.38;-7.4;-1.03;-5.63;0.08;0.47;-2.52;-12.73;-0.59;-3.3
JKHY;172.37;- 0.88;-0.51;170.01;Technology Services;Packaged Software;7170;1976;www.jackhenry.com;"169.49
173.00";"157.00
189.63";12.57B;12570000000.0;31.53;Feb 10, 2025;1.29;2024-12-01;2024-12-22;21;0.24;0.62;0.14;6.0;0.6173487265765505;212.0;22.991239774902823;190.0;10.227997911469512;153.0;-11.237454313395604;600.98M;11.59%;119.19M;36.85%;1.63;17.12%;19.83%;11.45%;104.09M;18.72%;0.10;41.67%;2025-01-15;08:01:56 UTC;2.14;0.01;27;-0.88;-0.51;0.37;0.22;-5.71;-3.21;5.0;2.99;-0.6;-0.35;7.19;4.35;22.9;15.32
SWK;82.36;+ 1.47;1.82;82.99;Consumer Durables;Tools & Hardware;50500;1843;www.stanleyblackanddecker.com;"80.92
82.50";"77.70
110.88";12.70B;12700000000.0;;Feb 4, 2025;3.28;2024-11-28;2024-12-16;20;0.25;0.65;0.1;2.0;1.8957989315201549;135.0;63.91452161243322;100.0;21.418164157357943;90.0;9.276347741622146;3.75B;5.12%;91.10M;1,838.30%;0.60;1,827.88%;2.43%;1,942.98%;199.30M;45.25%;0.73;10.08%;2025-01-15;08:01:56 UTC;2.27;0.01;27;1.47;1.82;2.27;2.83;-0.43;-0.52;-4.56;-5.25;2.48;3.1;-11.94;-12.66;-90.17;-52.26
DVA;162.0;+ 4.94;3.15;160.01;Health Services;Medical/Nursing Services;70000;1994;www.davita.com;"156.91
162.68";"103.40
169.51";13.28B;13280000000.0;17.46;Feb 17, 2025;;;;11;0.09;0.73;0.18;6.0;-0.011975308641975269;186.0;14.814814814814813;164.0;1.2345679012345678;145.0;-10.493827160493826;3.26B;4.56%;214.69M;12.95%;2.50;4.59%;6.58%;16.75%;671.36M;27.64%;31.54;239.88%;2025-01-15;08:01:56 UTC;2.21;0.01;27;4.94;3.15;8.6;5.61;11.41;7.58;26.05;19.16;12.18;8.13;57.18;54.55;82.53;103.85
CPB;38.81;+ 0.19;0.49;38.99;Consumer Non-Durables;Food: Specialty/Candy;14400;1869;www.campbellsoupcompany.com;"38.40
38.96";"37.61
52.80";11.57B;11570000000.0;21.13;Mar 4, 2025;3.17;2025-01-01;2025-01-26;23;0.35;0.48;0.17;6.0;1.6742695181654208;56.0;44.292708064931716;47.0;21.102808554496256;41.0;5.642875547539288;2.77B;17.01%;218.00M;63.91%;0.72;7.46%;7.86%;15.37%;115.00M;15.00%;2.15;61.86%;2025-01-15;08:01:56 UTC;3.1;0.01;27;0.19;0.49;1.08;2.85;-3.75;-8.81;-6.79;-14.89;-3.22;-7.66;-4.73;-10.86;-9.21;-19.18
CHRW;102.84;- 0.73;-0.7;102.51;Transportation;Air Freight/Couriers;15246;1905;www.chrobinson.com;"102.51
104.57";"65.00
114.82";12.16B;12160000000.0;35.57;Jan 28, 2025;2.82;2024-12-05;2025-01-01;26;0.38;0.5;0.12;6.0;0.27397121742512653;140.0;36.13380007779074;115.0;11.824192921042393;65.0;-36.7950213924543;4.64B;6.99%;97.23M;18.65%;0.80;17.26%;2.09%;10.89%;103.32M;48.61%;1.17;15.90%;2025-01-15;08:01:56 UTC;2.6;0.01;27;-0.73;-0.7;1.08;1.06;-7.27;-6.6;15.81;18.17;0.06;0.06;17.03;19.85;22.1;27.37
JNPR;38.51;+ 0.02;0.05;38.49;Technology Services;Information Technology Services;11144;1996;www.juniper.net;"38.45
38.66";"34.30
39.79";12.75B;12750000000.0;50.76;Feb 3, 2025;2.99;2024-12-01;2024-12-22;13;0.08;0.92;0.0;3.0;0.33844196312646085;40.0;3.8691249026227013;40.0;3.8691249026227013;37.0;-3.921059465074002;1.33B;4.78%;92.60M;21.68%;0.28;17.32%;6.96%;27.79%;162.10M;43.79%;0.38;2.41%;2025-01-15;08:01:56 UTC;2.57;0.01;27;0.02;0.05;0.06;0.16;0.91;2.42;1.35;3.63;0.73;1.93;1.16;3.11;13.81;55.91
CPT;112.52;+ 0.86;0.77;113.30;Finance;Real Estate Investment Trusts;1640;1993;www.camdenliving.com;"111.66
113.02";"90.50
127.69";12.00B;12000000000.0;35.63;Feb 5, 2025;4.03;2024-12-17;2025-01-16;26;0.31;0.65;0.04;6.0;1.3754959118378955;142.0;26.199786704585854;127.0;12.868823320298617;115.0;2.204052612868827;389.71M;0.49%;- 4.19M;108.75%;- 0.04;108.78%;- 1.08%;108.79%;165.43M;19.63%;0.73;3.15%;2025-01-15;08:01:56 UTC;2.3;0.02;27;0.86;0.77;3.36;3.08;-7.84;-6.51;3.23;2.96;-2.16;-1.88;13.01;13.07;2.55;2.32
TAP;54.19;+ 0.38;0.71;54.34;Consumer Non-Durables;Beverages: Alcoholic;16500;1786;www.molsoncoors.com;"53.50
54.42";"49.19
69.18";11.16B;11160000000.0;12.22;Feb 12, 2025;2.68;2024-12-05;2024-12-19;23;0.26;0.61;0.13;7.0;0.8734471304668763;75.0;38.40191917327921;62.25;14.873592913821742;47.0;-13.268130651411697;3.04B;7.75%;199.80M;53.61%;0.96;51.47%;6.57%;49.71%;350.40M;36.42%;0.48;0.24%;2025-01-15;08:01:56 UTC;2.18;0.01;27;0.38;0.71;1.75;3.34;-5.41;-9.08;2.85;5.55;-3.01;-5.26;-8.99;-14.23;-2.38;-4.21
NDSN;207.41;+ 3.58;1.76;206.52;Producer Manufacturing;Industrial Machinery;8000;1954;www.nordson.com;"203.88
207.49";"196.83
279.38";11.82B;11820000000.0;25.57;Feb 24, 2025;1.14;2025-01-01;2025-01-15;11;0.36;0.64;0.0;8.0;2.5063294923099173;295.0;42.23036497758064;292.0;40.78395448628321;255.0;22.944891760281568;744.48M;14.42%;122.17M;3.34%;2.12;4.47%;16.41%;7.62%;75.76M;30.00%;0.79;10.36%;2025-01-15;08:01:56 UTC;2.17;0.01;27;3.58;1.76;7.29;3.64;-16.63;-7.42;-29.22;-12.35;2.44;1.19;-43.13;-17.21;37.91;22.37
PAYC;203.26;+ 2.48;1.24;202.61;Technology Services;Packaged Software;7308;1998;www.paycom.com;"199.45
203.35";"139.50
242.74";11.36B;11360000000.0;24.47;Feb 10, 2025;0.54;2024-11-24;2024-12-08;22;0.18;0.77;0.05;9.0;0.4590091508412873;278.0;36.770638590967245;197.0;-3.0797992718685387;175.0;-13.903374987700479;451.93M;11.23%;73.28M;2.58%;1.31;0.91%;16.21%;12.42%;44.57M;3.72%;0.06;170.32%;2025-01-15;08:01:56 UTC;2.29;0.01;27;2.48;1.24;1.26;0.62;-28.8;-12.41;47.15;30.2;1.86;0.92;8.52;4.38;-92.98;-31.39
UHS;184.16;- 1.58;-0.85;186.32;Health Services;Hospital/Nursing Management;96700;1979;www.uhs.com;"180.63
185.97";"150.11
243.25";10.81B;10810000000.0;12.25;Feb 25, 2025;0.52;2024-12-02;2024-12-16;20;0.4;0.6;0.0;4.0;2.222893136403128;274.0;48.783666377063426;230.0;24.89139878366638;211.0;14.5742832319722;3.96B;11.23%;258.71M;54.98%;3.80;58.43%;6.53%;39.32%;85.05M;321.84%;0.77;12.91%;2025-01-15;08:01:56 UTC;2.48;0.04;27;-1.58;-0.85;1.23;0.67;0.0;0.0;5.48;3.07;4.49;2.5;26.21;16.59;39.13;26.98
NCLH;26.0;+ 0.37;1.44;26.00;Consumer Services;Hotels/Resorts/Cruise lines;41000;1966;www.nclhltd.com;"25.44
26.09";"14.69
28.64";11.43B;11430000000.0;25.23;Mar 3, 2025;;;;22;0.59;0.36;0.05;8.0;1.403076923076923;35.0;34.61538461538461;30.0;15.384615384615385;24.0;-7.6923076923076925;2.81B;10.67%;474.93M;37.32%;0.92;36.43%;16.92%;24.08%;- 195.51M;78.71%;12.41;62.45%;2025-01-15;08:01:56 UTC;2.11;0.02;27;0.37;1.44;0.21;0.81;-0.62;-2.33;6.43;32.86;0.08;0.31;8.75;50.72;-33.65;-56.41
DAY;70.5;+ 0.08;0.11;70.15;Technology Services;Packaged Software;9084;1992;www.dayforce.com;"69.79
71.28";"47.08
82.69";11.12B;11120000000.0;212.41;Feb 4, 2025;;;;21;0.52;0.48;0.0;6.0;1.5782978723404255;95.0;34.751773049645394;89.0;26.24113475177305;65.0;-7.801418439716312;440.00M;16.56%;2.00M;152.63%;0.01;151.23%;0.45%;145.16%;63.40M;1,220.83%;0.48;11.92%;2025-01-15;08:01:56 UTC;2.42;0.01;27;0.08;0.11;0.21;0.3;-6.89;-8.9;16.6;30.8;-0.89;-1.25;5.01;7.65;-2.23;-3.07
SJM;101.91;- 0.26;-0.25;101.66;Consumer Non-Durables;Food: Specialty/Candy;9000;1897;www.jmsmucker.com;"101.00
102.60";"100.77
134.62";10.84B;10840000000.0;20.59;Mar 3, 2025;3.69;2024-11-14;2024-12-01;19;0.16;0.79;0.05;5.0;1.800371896771662;137.0;34.43234226278089;128.5;26.091649494652145;117.0;14.807182808360322;2.27B;17.16%;- 24.50M;112.58%;- 0.23;112.08%;- 1.08%;110.74%;317.20M;1,024.82%;1.11;1.41%;2025-01-15;08:01:56 UTC;2.25;0.04;27;-0.26;-0.25;1.01;1.0;-10.87;-9.64;-14.47;-12.43;-9.46;-8.49;-26.25;-20.48;-4.48;-4.21
TECH;74.73;- 1.69;-2.21;74.51;Health Technology;Biotechnology;3100;1976;www.bio-techne.com;"74.15
78.44";"61.16
85.57";11.87B;11870000000.0;79.64;Feb 3, 2025;0.45;2024-11-07;2024-11-21;18;0.78;0.22;0.0;6.0;1.6835568044961855;95.0;27.124314197778666;84.5;13.073732102234706;75.0;0.3613006824568393;289.46M;4.60%;33.59M;31.52%;0.21;33.77%;11.61%;36.96%;54.72M;15.23%;0.19;32.19%;2025-01-15;08:01:56 UTC;2.2;0.01;27;-1.69;-2.21;1.42;1.94;-1.43;-1.88;-2.48;-3.21;3.25;4.55;3.3;4.62;19.58;35.5
SOLV;70.19;+ 1.68;2.45;68.72;Health Services;Medical/Nursing Services;22000;2023;n/a;"68.51
70.39";"47.16
96.05";12.13B;12130000000.0;9.01;Feb 26, 2025;;;;12;0.08;0.83;0.08;9.0;0.18101723892292365;82.0;16.825758655079078;73.0;4.0034192904972254;63.0;-10.243624447927052;2.08B;0.29%;122.00M;61.99%;0.70;73.66%;5.86%;62.10%;76.00M;74.24%;2.68;n/a;2025-01-15;08:01:56 UTC;2.22;0.02;27;1.68;2.45;3.12;4.65;0.92;1.33;21.97;45.56;4.26;6.46;1.09;1.58;1.09;1.58
ALLE;129.75;+ 1.49;1.16;131.29;Producer Manufacturing;Building Products;12400;2013;www.allegion.com;"128.47
130.12";"113.27
156.10";11.28B;11280000000.0;19.93;Feb 24, 2025;1.42;2024-12-16;2024-12-30;13;0.31;0.54;0.15;1.0;0.5625818882466279;165.0;27.167630057803464;151.0;16.377649325626205;110.0;-15.221579961464354;967.10M;5.36%;174.20M;11.45%;1.99;12.22%;18.01%;5.78%;216.76M;65.35%;1.63;7.12%;2025-01-15;08:01:56 UTC;2.56;0.01;27;1.49;1.16;3.54;2.8;-7.77;-5.65;7.03;5.73;1.16;0.9;10.34;8.66;1.7;1.33
BG;81.61;- 0.38;-0.46;81.61;Process Industries;Agricultural Commodities/Milling;23000;2023;www.bunge.com;"80.58
82.43";"75.75
114.92";11.39B;11390000000.0;10.31;Feb 4, 2025;2.59;2025-02-17;2025-03-03;11;0.64;0.36;0.0;9.0;2.285560593064576;116.0;42.13944369562554;110.0;34.78740350447249;90.0;10.280602867295675;12.91B;9.25%;221.00M;40.75%;1.55;36.97%;1.71%;34.71%;945.00M;19.71%;0.70;19.44%;2025-01-15;08:01:56 UTC;3.17;0.01;27;-0.38;-0.46;0.39;0.48;0.76;0.94;-28.72;-26.03;4.04;5.21;-13.19;-13.91;25.55;45.58
AIZ;204.74;+ 4.87;2.44;205.99;Finance;Property/Casualty Insurance;13600;1892;www.assurant.com;"199.31
205.44";"160.12
230.55";10.50B;10500000000.0;14.6;Feb 10, 2025;1.67;2024-12-08;2024-12-29;9;0.44;0.44;0.11;9.0;1.1867607697567641;251.0;22.594510110383897;240.0;17.22184233662205;212.0;3.545960730682813;2.97B;6.98%;133.80M;29.62%;2.55;27.90%;4.51%;34.21%;389.40M;9.08%;0.40;14.45%;2025-01-15;08:01:56 UTC;2.2;0.01;27;4.87;2.44;5.82;2.93;-12.59;-5.79;33.63;19.65;-6.67;-3.16;40.25;24.47;70.97;53.05
